degree,rne,Nom court CFA,Adresse CFA,Complément adresse 1 CFA,Complément adresse 2 CFA,Code INSEE CFA,Lib court ville CFA,Téléphone établissement,Site internet de l'établissement,E-Mail établissement
50025214R,0912142J,CFA AFORPA  - UFA G. Monge,"1, place Monge",,,91589,SAVIGNY SUR ORGE,01 69 05 47 43,www.aforpa.fr,cvassord@aforpa.fr
50025214R,0912267V,CFA FDME,3 Chemin de la Grange Feu Louis,,,91228,EVRY,01 60 79 74 00,www.essonne.fac-metiers.fr,infos@fdme91.fr
50025214R,0921667M,CFA Carrosserie,65 bd Galliéni,,,92078,VILLENEUVE LA GARENNE,01 41 47 40 04,www.cfa-carrosserie.fr,info@cfa-carrosserie.fr
50025214R,0922653J,CFA  AFORPA - UFA La Salle Saint Nicolas ,19 rue Victor Hugo,,,92040,ISSY LES MOULINEAUX,01 41 46 15 27,www.aforpa.fr/,cpakiela@aforpa.fr
50025214R,0931618D,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,BOBIGNY,01 41 83 38 38,www.campus93.fr,campus@campus93.fr
50025214R,0942262Y,CFA AFORPA - Métiers de l'automobile - JC. Andrieu,150 - 156 rue du Maréchal Leclerc,ZAC Bras de Marne,,94069,ST MAURICE,01 41 79 16 90,www.aforpa.fr,mfalla@aforpa.fr
50025214R,0951285F,CFA GARAC,3 bd Galliéni,,,95018,ARGENTEUIL,01 34 34 37 40,www.garac.com,akowal@garac.com
50025214R,0951963T,CFA CMA 95,1 Avenue du parc,,,95500,CERGY,01 34 35 80 30,www.ima95.fr,
50025215R,0752325V,CFA CCIP - Centre des Formations Industrielles,CFI,247 avenue Gambetta,,75111,PARIS,01 40 31 46 00,cfi.ccip.fr,information-cfi@ccip.fr
50025215R,0772311U,CFA AFORPA - M. Mingam,"6, rue des Templiers",,,77131,COULOMMIERS,01 64 75 30 12,www.aforpa.fr/,mverdier@aforpa.fr
50025215R,0780762E,CFA TL - Tremblay S/ Mauldre,43 rue du Général de Gaulle,,,78623,LE TREMBLAY SUR MAULDRE,01 34 94 27 02,www.aft-iftim-idf.com,cfatl@aft-iftim.com
50025215R,0951285F,CFA GARAC,3 bd Galliéni,,,95018,ARGENTEUIL,01 34 34 37 40,www.garac.com,akowal@garac.com
50025215R,0951684P,CFA PROMOTRANS,La Patte d'Oie - RN 17,,,95277,GONESSE,01 39 87 06 44,www.promotrans.asso.fr,mmesbah@promotrans.fr
50025215R,0951938R,CFA Institut de l'Environnement Urbain,Campus Veolia Environnement,rue d'Ecancourt,,95323,JOUY LE MOUTIER,01 34 32 78 00,www.campus.veolia.com,isabelle.moura@veolia.com
50025216R,0932492D,CFA Cycles et Motocycles - INCM,47 rue du Commandant Rolland  ,,,93013,LE BOURGET,01 49 92 10 47,www.incm.asso.fr,incm.inscription@incm.asso.fr
50025303R,0912127T,CFA des Métiers de l'Aérien,56 rue de Vilgénis,,,91377,MASSY,01 64 53 88 60,www.cfadelaerien.fr,lecam@cfa-afmae.fr
50025423S,0911333E,CFA du Bâtiment - Brétigny,5 Rue Albert Camus,,,91103,BRETIGNY SUR ORGE,01 60 84 39 27,www.afobatrp.com,david.fabre@ccca-btp.fr
50025426S,0912127T,CFA des Métiers de l'Aérien,56 rue de Vilgénis,,,91377,MASSY,01 64 53 88 60,www.cfadelaerien.fr,lecam@cfa-afmae.fr
50025430S,0922675H,CFA AFORP,34 avenue Charles de Gaulle,,,92051,NEUILLY SUR SEINE,01 55 24 22 60,www.aforp.fr,p.pabeau@aforp.fr
50025431S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50025431S,0772319C,CFA du BTP d'Ocquerre,8 rue de Bel-Air,,,77343,OCQUERRE,01 60 61 52 61,cfa-btp-ocquerre.org,philippe.davis@ccca-btp.fr
50025431S,0911333E,CFA du Bâtiment - Brétigny,5 Rue Albert Camus,,,91103,BRETIGNY SUR ORGE,01 60 84 39 27,www.afobatrp.com,david.fabre@ccca-btp.fr
50025431S,0921379Z,CFA du Bâtiment - Rueil Malmaison,35 rue du Marquis de Coriolis,,,92063,RUEIL MALMAISON,01 47 32 02 81,www.afobatrp.com,cfabtp.rueil@ccca-btp.fr
50025431S,0931815T,CFA du Bâtiment - Noisy le Grand,1 - 3 rue du Ballon,,,93051,NOISY LE GRAND,01 43 05 04 76,http://noisy-le-grand.btp-cfa-iledefrance.fr/ ,cfabtp.noisylegrand@ccca-btp.fr
50025431S,0932230U,CFA du Bâtiment - Saint-Denis,21 rue Prairial,,,93066,LA PLAINE ST DENIS,01 49 71 30 30,afobatrp.com,cfabtp.saintdenis@ccca-btp.fr
50025431S,0951625A,CFA du Bâtiment - Ermont,18 bis rue Ferdinand Buisson,,,95219,ERMONT,01 34 15 77 52,afobatrp.com,cfabtp.ermont@ccca-btp.fr
50025433S,0752325V,CFA CCIP - Centre des Formations Industrielles,CFI,247 avenue Gambetta,,75111,PARIS,01 40 31 46 00,cfi.ccip.fr,information-cfi@ccip.fr
50025433S,0772311U,CFA AFORPA - M. Mingam,"6, rue des Templiers",,,77131,COULOMMIERS,01 64 75 30 12,www.aforpa.fr/,mverdier@aforpa.fr
50025433S,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
50025433S,0783214V,CFA AFORPA - UFA  Duchesne,Lycée Professionnel Duchesne,49 Avenue Maurice de Hirsch,,78126,LA CELLE ST CLOUD,01 39 20 11 63,www.aforpa.fr,acassard@aforpa.fr
50025433S,0912142J,CFA AFORPA  - UFA G. Monge,"1, place Monge",,,91589,SAVIGNY SUR ORGE,01 69 05 47 43,www.aforpa.fr,cvassord@aforpa.fr
50025433S,0912267V,CFA FDME,3 Chemin de la Grange Feu Louis,,,91228,EVRY,01 60 79 74 00,www.essonne.fac-metiers.fr,infos@fdme91.fr
50025433S,0921667M,CFA Carrosserie,65 bd Galliéni,,,92078,VILLENEUVE LA GARENNE,01 41 47 40 04,www.cfa-carrosserie.fr,info@cfa-carrosserie.fr
50025433S,0931618D,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,BOBIGNY,01 41 83 38 38,www.campus93.fr,campus@campus93.fr
50025433S,0942262Y,CFA AFORPA - Métiers de l'automobile - JC. Andrieu,150 - 156 rue du Maréchal Leclerc,ZAC Bras de Marne,,94069,ST MAURICE,01 41 79 16 90,www.aforpa.fr,mfalla@aforpa.fr
50025433S,0951285F,CFA GARAC,3 bd Galliéni,,,95018,ARGENTEUIL,01 34 34 37 40,www.garac.com,akowal@garac.com
50025433S,0951963T,CFA CMA 95,1 Avenue du parc,,,95500,CERGY,01 34 35 80 30,www.ima95.fr,
50025434S,0752325V,CFA CCIP - Centre des Formations Industrielles,CFI,247 avenue Gambetta,,75111,PARIS,01 40 31 46 00,cfi.ccip.fr,information-cfi@ccip.fr
50025434S,0772311U,CFA AFORPA - M. Mingam,"6, rue des Templiers",,,77131,COULOMMIERS,01 64 75 30 12,www.aforpa.fr/,mverdier@aforpa.fr
50025434S,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
50025434S,0780424M,CFA CMA du 78,17 avenue du Général Mangin,,,78646,VERSAILLES,01 39 55 15 23,www.cfa-cmy.fr,infoconseil@cfa-cmy.fr
50025434S,0912142J,CFA AFORPA  - UFA G. Monge,"1, place Monge",,,91589,SAVIGNY SUR ORGE,01 69 05 47 43,www.aforpa.fr,cvassord@aforpa.fr
50025434S,0912267V,CFA FDME,3 Chemin de la Grange Feu Louis,,,91228,EVRY,01 60 79 74 00,www.essonne.fac-metiers.fr,infos@fdme91.fr
50025434S,0921667M,CFA Carrosserie,65 bd Galliéni,,,92078,VILLENEUVE LA GARENNE,01 41 47 40 04,www.cfa-carrosserie.fr,info@cfa-carrosserie.fr
50025434S,0922653J,CFA  AFORPA - UFA La Salle Saint Nicolas ,19 rue Victor Hugo,,,92040,ISSY LES MOULINEAUX,01 41 46 15 27,www.aforpa.fr/,cpakiela@aforpa.fr
50025434S,0931618D,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,BOBIGNY,01 41 83 38 38,www.campus93.fr,campus@campus93.fr
50025434S,0942262Y,CFA AFORPA - Métiers de l'automobile - JC. Andrieu,150 - 156 rue du Maréchal Leclerc,ZAC Bras de Marne,,94069,ST MAURICE,01 41 79 16 90,www.aforpa.fr,mfalla@aforpa.fr
50025434S,0951285F,CFA GARAC,3 bd Galliéni,,,95018,ARGENTEUIL,01 34 34 37 40,www.garac.com,akowal@garac.com
50025434S,0951963T,CFA CMA 95,1 Avenue du parc,,,95500,CERGY,01 34 35 80 30,www.ima95.fr,
50025435S,0912267V,CFA FDME,3 Chemin de la Grange Feu Louis,,,91228,EVRY,01 60 79 74 00,www.essonne.fac-metiers.fr,infos@fdme91.fr
50025435S,0922675H,CFA AFORP,34 avenue Charles de Gaulle,,,92051,NEUILLY SUR SEINE,01 55 24 22 60,www.aforp.fr,p.pabeau@aforp.fr
50025514S,0941940Y,CFA CMA du 94,25 avenue Raspail,,,94068,ST MAUR DES FOSSES,01 49 76 50 28,cfa94.com,cpichot@cma94.com
50025523S,0751475W,CFA Equipement Electrique,8 impasse Delepine,,,75111,PARIS,01 43 71 66 96,www.cfadelepine.fr,contact@cfaee.fr
50025523S,0751488K,CFA Ecole de Travail ORT,4 bis rue des Rosiers,,,75104,PARIS,01 44 54 31 80,www.ecoledetravail.fr,contact@ecoledetravail.fr
50025523S,0752325V,CFA CCIP - Centre des Formations Industrielles,CFI,247 avenue Gambetta,,75111,PARIS,01 40 31 46 00,cfi.ccip.fr,information-cfi@ccip.fr
50025523S,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
50025523S,0771654E,CFA du BTP de Nangis,3 bis avenue du Général de Gaulle,,,77327,NANGIS,01 60 58 54 10,www.cfanangis.fr,cfabtp.nangis@ccca-btp.fr
50025523S,0772241T,CFAI 77,rue Willy Brandt,Batiment F,,77169,EMERAINVILLE,01 60 37 41 55,www.cfai77.fr,cfai@cfai77.fr
50025523S,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
50025523S,0781809T,CFA CCIV - Centre R. DELOROZOY,7 avenue des Trois Peuples,,,78423,MONTIGNY LE BRETONNEUX,01 30 48 80 00,www.ifa.delorozoy.fr,
50025523S,0781897N,CFA CCIV - ITEDEC,21 rue Chantier d'Hérubé,,,78029,AUBERGENVILLE,,www.ifabtp.fr,
50025523S,0783593G,CFA V3A,19 avenue du Centre,,,78297,GUYANCOURT,01 30 83 42 60,www.ac-versailles.fr/cfav3a,cfav3a@ac-versailles.fr
50025523S,0911333E,CFA du Bâtiment - Brétigny,5 Rue Albert Camus,,,91103,BRETIGNY SUR ORGE,01 60 84 39 27,www.afobatrp.com,david.fabre@ccca-btp.fr
50025523S,0912140G,CFA Gustave Eiffel,30 route de Longjumeau,,,91161,CHILLY MAZARIN,01 69 74 15 50,www.centregustaveeiffel.net,centre.gustave.eiffel@centre-gustave-eiffel.com
50025523S,0912267V,CFA FDME,3 Chemin de la Grange Feu Louis,,,91228,EVRY,01 60 79 74 00,www.essonne.fac-metiers.fr,infos@fdme91.fr
50025523S,0921379Z,CFA du Bâtiment - Rueil Malmaison,35 rue du Marquis de Coriolis,,,92063,RUEIL MALMAISON,01 47 32 02 81,www.afobatrp.com,cfabtp.rueil@ccca-btp.fr
50025523S,0922675H,CFA AFORP,34 avenue Charles de Gaulle,,,92051,NEUILLY SUR SEINE,01 55 24 22 60,www.aforp.fr,p.pabeau@aforp.fr
50025523S,0931618D,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,BOBIGNY,01 41 83 38 38,www.campus93.fr,campus@campus93.fr
50025523S,0931815T,CFA du Bâtiment - Noisy le Grand,1 - 3 rue du Ballon,,,93051,NOISY LE GRAND,01 43 05 04 76,http://noisy-le-grand.btp-cfa-iledefrance.fr/ ,cfabtp.noisylegrand@ccca-btp.fr
50025523S,0932230U,CFA du Bâtiment - Saint-Denis,21 rue Prairial,,,93066,LA PLAINE ST DENIS,01 49 71 30 30,afobatrp.com,cfabtp.saintdenis@ccca-btp.fr
50025523S,0941940Y,CFA CMA du 94,25 avenue Raspail,,,94068,ST MAUR DES FOSSES,01 49 76 50 28,cfa94.com,cpichot@cma94.com
50025523S,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50025523S,0951272S,CFA de la Ville d'Enghien,71  Avenue de la Ceinture,,,95210,ENGHIEN LES BAINS,01 34 17 06 98,cfa.enghien@wanadoo.fr,cfa.enghien@wanadoo.fr
50025523S,0951286G,CFA CCIV - Adolphe CHAUVIN,22  rue des Beaux Soleils,,,95476,OSNY,01 30 75 38 38,www.ifa-chauvin.fr,ifa-chauvin@versailles.cci.fr
50025523S,0951625A,CFA du Bâtiment - Ermont,18 bis rue Ferdinand Buisson,,,95219,ERMONT,01 34 15 77 52,afobatrp.com,cfabtp.ermont@ccca-btp.fr
50025523S,0951830Y,CFA Saint JEAN,12 rue du Maréchal Juin,,,95555,ST GRATIEN,01 34 16 49 07,fraternite.st.jean@wanadoo.fr,fraternite.st.jean@wanadoo.fr
50031102T,0780762E,CFA TL - Tremblay S/ Mauldre,43 rue du Général de Gaulle,,,78623,LE TREMBLAY SUR MAULDRE,01 34 94 27 02,www.aft-iftim-idf.com,cfatl@aft-iftim.com
50031103T,0781203J,CFA Navigation Intérieure,43 rue du Général de Gaulle,,,78623,LE TREMBLAY SUR MAULDRE,01 34 94 27 70,www.cfa-navigation.fr,cfani@free.fr
50031107T,0751452W,Ecole d'ameublement de PARIS,200 bis boulevard VOLTAIRE,,,75111,PARIS,01 43 72 22 88,www.labonnegraine.org,ecole@labonnegraine.org
50031114T,0772587U,CFA Logistique et transport,Rue du Zinc - Zac de Villebouvet,,,77445,SAVIGNY LE TEMPLE,01 64 19 05 54,aft-iftim.com,elodiebabut@aft-iftim.com
50031114T,0780762E,CFA TL - Tremblay S/ Mauldre,43 rue du Général de Gaulle,,,78623,LE TREMBLAY SUR MAULDRE,01 34 94 27 02,www.aft-iftim-idf.com,cfatl@aft-iftim.com
50031114T,0951938R,CFA Institut de l'Environnement Urbain,Campus Veolia Environnement,rue d'Ecancourt,,95323,JOUY LE MOUTIER,01 34 32 78 00,www.campus.veolia.com,isabelle.moura@veolia.com
50031116T,0772587U,CFA Logistique et transport,Rue du Zinc - Zac de Villebouvet,,,77445,SAVIGNY LE TEMPLE,01 64 19 05 54,aft-iftim.com,elodiebabut@aft-iftim.com
50031116T,0780762E,CFA TL - Tremblay S/ Mauldre,43 rue du Général de Gaulle,,,78623,LE TREMBLAY SUR MAULDRE,01 34 94 27 02,www.aft-iftim-idf.com,cfatl@aft-iftim.com
50031116T,0912127T,CFA des Métiers de l'Aérien,56 rue de Vilgénis,,,91377,MASSY,01 64 53 88 60,www.cfadelaerien.fr,lecam@cfa-afmae.fr
50031116T,0932343S,CFA CAMAS,7 Impasse Niepce,,,93073,TREMBLAY EN FRANCE,01 56 48 09 10,www.camasformation.fr,conseil4@camasformation.fr
50031116T,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50031116T,0951684P,CFA PROMOTRANS,La Patte d'Oie - RN 17,,,95277,GONESSE,01 39 87 06 44,www.promotrans.asso.fr,mmesbah@promotrans.fr
50031117U,0772587U,CFA Logistique et transport,Rue du Zinc - Zac de Villebouvet,,,77445,SAVIGNY LE TEMPLE,01 64 19 05 54,aft-iftim.com,elodiebabut@aft-iftim.com
50031117U,0780762E,CFA TL - Tremblay S/ Mauldre,43 rue du Général de Gaulle,,,78623,LE TREMBLAY SUR MAULDRE,01 34 94 27 02,www.aft-iftim-idf.com,cfatl@aft-iftim.com
50031118T,0783593G,CFA V3A,19 avenue du Centre,,,78297,GUYANCOURT,01 30 83 42 60,www.ac-versailles.fr/cfav3a,cfav3a@ac-versailles.fr
50031119T,0780762E,CFA TL - Tremblay S/ Mauldre,43 rue du Général de Gaulle,,,78623,LE TREMBLAY SUR MAULDRE,01 34 94 27 02,www.aft-iftim-idf.com,cfatl@aft-iftim.com
50031120M,0932505T,CFA Formaposte IDF,46 - 48 rue de Lagny,,,93048,MONTREUIL,01 41 58 67 50,www.formaposte-iledefrance.fr,
50031121U,0781203J,CFA Navigation Intérieure,43 rue du Général de Gaulle,,,78623,LE TREMBLAY SUR MAULDRE,01 34 94 27 70,www.cfa-navigation.fr,cfani@free.fr
50031213T,0754850P,CFA PAE,94 avenue Gambetta,,,75120,PARIS,01 44 62 41 48,www.cfa-pae.org,ce.cfa@ac-paris.fr
50031214T,0751488K,CFA Ecole de Travail ORT,4 bis rue des Rosiers,,,75104,PARIS,01 44 54 31 80,www.ecoledetravail.fr,contact@ecoledetravail.fr
50031214T,0752068R,CFA de l'Alimentation - CIFCA,14  rue des Fillettes,,,75110,PARIS,01 55 26 39 70,www.cifca.fr,info@cifca.fr
50031214T,0752206R,CFA Stephenson,48 rue Stephenson,,,75118,PARIS,01 44 92 88 88,www.cfa-stephenson.fr,recrute@cfa-stephenson.fr
50031214T,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
50031214T,0754850P,CFA PAE,94 avenue Gambetta,,,75120,PARIS,01 44 62 41 48,www.cfa-pae.org,ce.cfa@ac-paris.fr
50031214T,0782092A,CFA Vente et Commerce  - AFIPE,7 bis Enclos de l'Abbaye,,,78498,POISSY,01 39 79 63 50,www.afipe.fr,accueil@afipe.fr
50031214T,0912098L,CFA de la Maison Familiale du Moulin de la Planche, Moulin de la Planche,45 route d'Artondu,,91469,ORMOY LA RIVIERE,01 64 94 58 98,,maison-familiale-cfa@wanadoo.fr
50031214T,0951286G,CFA CCIV - Adolphe CHAUVIN,22  rue des Beaux Soleils,,,95476,OSNY,01 30 75 38 38,www.ifa-chauvin.fr,ifa-chauvin@versailles.cci.fr
50031214T,0951947A,CFA  AFFIDA,84 boulevard Héloïse,,,95018,ARGENTEUIL,01 34 34 11 70,www.cfa-affida.fr,recrutement@affida.org
50031215T,0750768C,CFA des Métiers de la Gastronomie,19 rue Goubet,,,75119,PARIS,01 42 39 19 64,www.ceproc.com,beleves@ceproc.com
50031215T,0752068R,CFA de l'Alimentation - CIFCA,14  rue des Fillettes,,,75110,PARIS,01 55 26 39 70,www.cifca.fr,info@cifca.fr
50031215T,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
50031215T,0754755L,CFA Boulangerie et Pâtisserie,64  rue des Pirogues de Bercy,,,75112,PARIS,01 53 02 93 70,www.ebp-paris.com,slacome@grandsmoulinsdeparis.com
50031215T,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
50031215T,0780424M,CFA CMA du 78,17 avenue du Général Mangin,,,78646,VERSAILLES,01 39 55 15 23,www.cfa-cmy.fr,infoconseil@cfa-cmy.fr
50031215T,0782092A,CFA Vente et Commerce  - AFIPE,7 bis Enclos de l'Abbaye,,,78498,POISSY,01 39 79 63 50,www.afipe.fr,accueil@afipe.fr
50031215T,0783430E,CFA en Mouvement,23 rue Fernand Pelloutier,,,92024,CLICHY,01 41 40 07 95,www.cfa-academique-en-mouvement.fr,cfa.enmouvement@ac-versailles.fr
50031215T,0912267V,CFA FDME,3 Chemin de la Grange Feu Louis,,,91228,EVRY,01 60 79 74 00,www.essonne.fac-metiers.fr,infos@fdme91.fr
50031215T,0931618D,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,BOBIGNY,01 41 83 38 38,www.campus93.fr,campus@campus93.fr
50031215T,0941940Y,CFA CMA du 94,25 avenue Raspail,,,94068,ST MAUR DES FOSSES,01 49 76 50 28,cfa94.com,cpichot@cma94.com
50031215T,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50031215T,0951286G,CFA CCIV - Adolphe CHAUVIN,22  rue des Beaux Soleils,,,95476,OSNY,01 30 75 38 38,www.ifa-chauvin.fr,ifa-chauvin@versailles.cci.fr
50031215T,0951947A,CFA  AFFIDA,84 boulevard Héloïse,,,95018,ARGENTEUIL,01 34 34 11 70,www.cfa-affida.fr,recrutement@affida.org
50031215T,0951963T,CFA CMA 95,1 Avenue du parc,,,95500,CERGY,01 34 35 80 30,www.ima95.fr,
50031216T,0750768C,CFA des Métiers de la Gastronomie,19 rue Goubet,,,75119,PARIS,01 42 39 19 64,www.ceproc.com,beleves@ceproc.com
50031216T,0752206R,CFA Stephenson,48 rue Stephenson,,,75118,PARIS,01 44 92 88 88,www.cfa-stephenson.fr,recrute@cfa-stephenson.fr
50031216T,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
50031216T,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
50031216T,0780424M,CFA CMA du 78,17 avenue du Général Mangin,,,78646,VERSAILLES,01 39 55 15 23,www.cfa-cmy.fr,infoconseil@cfa-cmy.fr
50031216T,0782092A,CFA Vente et Commerce  - AFIPE,7 bis Enclos de l'Abbaye,,,78498,POISSY,01 39 79 63 50,www.afipe.fr,accueil@afipe.fr
50031216T,0912267V,CFA FDME,3 Chemin de la Grange Feu Louis,,,91228,EVRY,01 60 79 74 00,www.essonne.fac-metiers.fr,infos@fdme91.fr
50031216T,0941940Y,CFA CMA du 94,25 avenue Raspail,,,94068,ST MAUR DES FOSSES,01 49 76 50 28,cfa94.com,cpichot@cma94.com
50031216T,0951286G,CFA CCIV - Adolphe CHAUVIN,22  rue des Beaux Soleils,,,95476,OSNY,01 30 75 38 38,www.ifa-chauvin.fr,ifa-chauvin@versailles.cci.fr
50031216T,0951947A,CFA  AFFIDA,84 boulevard Héloïse,,,95018,ARGENTEUIL,01 34 34 11 70,www.cfa-affida.fr,recrutement@affida.org
50031216T,0951963T,CFA CMA 95,1 Avenue du parc,,,95500,CERGY,01 34 35 80 30,www.ima95.fr,
50031217T,0951285F,CFA GARAC,3 bd Galliéni,,,95018,ARGENTEUIL,01 34 34 37 40,www.garac.com,akowal@garac.com
50031218T,0750738V,CFA de l'Ecole des Fleuristes de Paris,3 rue Hassard,,,75119,PARIS,01 53 38 60 60,www.lesfleuristes.com,ecole@lesfleuristes.com
50031218T,0772690F,CFA CMA de la Seine et Marne ,4 avenue du Général Leclerc,Château Gruber,,77288,MELUN,01 64 79 26 00,www.cma77.fr,dfp@cma77.fr
50031218T,0781779K,CFA des Métiers de l'Horticulture et du Cheval,Route Forestière des Princesses,,,78551,ST GERMAIN EN LAYE,01 30 87 18 30,www.cfahorticheval.com,helene.dhaussy@educagri.fr
50031218T,0783606W,CFA des Métiers de l'Agriculture - ADAFA,3 Passage Saint-Pierre,,,78646,VERSAILLES,01 39 49 10 50,www.adafa.fr,odile.ischwall@adafa.fr
50031218T,0941940Y,CFA CMA du 94,25 avenue Raspail,,,94068,ST MAUR DES FOSSES,01 49 76 50 28,cfa94.com,cpichot@cma94.com
50031219T,0752206R,CFA Stephenson,48 rue Stephenson,,,75118,PARIS,01 44 92 88 88,www.cfa-stephenson.fr,recrute@cfa-stephenson.fr
50031220T,0783593G,CFA V3A,19 avenue du Centre,,,78297,GUYANCOURT,01 30 83 42 60,www.ac-versailles.fr/cfav3a,cfav3a@ac-versailles.fr
50031220T,0932330C,CFA de la Librairie et de la Papéterie de Détail,Tour Orion,12-16 rue de Vincennes,,93048,MONTREUIL,01 41 72 79 71,www.infl.fr,ddevermelle@infl.fr
50031221T,0941609N,CFA du Marché International de Rungis,1 rue de La Rochelle - Marée 30321,,,94065,RUNGIS,01 46 86 52 66,cfa.poissonniers.com,cfa@poissonniers.com
50032101V,0932331D,CFA Com. Multimédia ,80 rue Jules Ferry,,,93006,BAGNOLET,01 55 82 41 51,www.cfacom.org,secretariat@cna-cefag.org
50032314T,0752282Y,CFA Audiovisuel,4 rue Véronèse,,,75113,PARIS,01 44 08 93 93,www.afomav.fr,secretariat@afomav.fr
50033107S,0754792B,CFA des Compagnons du Devoir,1 place Saint Gervais,,,75104,PARIS,01 48 87 38 69,www.compagnonsdudevoir.com,compagnonsparis@compagnons-du-devoir.com
50033202T,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
50033202T,0754850P,CFA PAE,94 avenue Gambetta,,,75120,PARIS,01 44 62 41 48,www.cfa-pae.org,ce.cfa@ac-paris.fr
50033202T,0780293V,"CFA Pharmacie, Santé, Sanitaire et Social",Le Technoparc,14 rue Gustave Eiffel,,78498,POISSY,01 39 22 10 60,www.acppav.org,informations@acppav.org
50033202T,0782120F,CFA de la MFR de la Grange Colombe,5 rue de la Grange Colombe,Le Patis,,78517,RAMBOUILLET,01 34 57 15 60,cfamframbouillet.fr,mfr.rambouillet@mfr.asso.fr
50033202T,0931618D,CFA Campus des Métiers et de l'Entreprise,91-129 rue Edouard Renard,,,93008,BOBIGNY,01 41 83 38 38,www.campus93.fr,campus@campus93.fr
50033202T,0942202H,CFA de l'Académie de Créteil,12 rue Georges Enesco,,,94028,CRETEIL,01 57 02 67 74,http://cfaacademique.ac-creteil.fr,cfa-academique@ac-creteil.fr
50033202T,0942217Z,CFA INFA,5 et 9 rue Anquetil,,,94052,NOGENT SUR MARNE,01 45 14 46 55,www.infa-formation.com,cfa.info@infa-formation.com
50033202T,0951830Y,CFA Saint JEAN,12 rue du Maréchal Juin,,,95555,ST GRATIEN,01 34 16 49 07,fraternite.st.jean@wanadoo.fr,fraternite.st.jean@wanadoo.fr
50033409T,0750768C,CFA des Métiers de la Gastronomie,19 rue Goubet,,,75119,PARIS,01 42 39 19 64,www.ceproc.com,beleves@ceproc.com
50033409T,0751510J,CFA Méderic,20 rue Méderic,,,75117,PARIS,01 42 12 62 12,www.cfamederic.com,inscription@cfamederic.com
50033409T,0752280W,CFA CCIP - FERRANDI Paris,28 rue de l'Abbé Grégoire,,,75111,PARIS,01 49 54 28 17,www.ferrandi-paris.fr,cconansignor@cci-paris-idf.fr
50033409T,0752830U,CFA des Métiers de la Table,17 rue Jacques Ibert,,,75117,PARIS,01 44 09 12 00,www.epmtth.org,h.sauvage@epmtth.org
50033409T,0753007L,CFA Public Belliard,135 rue Belliard,,,75118,PARIS,01 40 25 93 64,lyc-belliard.ac-paris.fr ,rene.le-joncour@ac-paris.fr
50033409T,0754458N,CFA CERFAL,2 rue Lacaze,,,75114,PARIS,01 40 52 77 10,www.cerfal-apprentissage.fr,d.g@cerfal.fr
50033409T,0754850P,CFA PAE,94 avenue Gambetta,,,75120,PARIS,01 44 62 41 48,www.cfa-pae.org,ce.cfa@ac-paris.fr
